,Text,Class
11104,wish ya nigha stress ya kid like ya stress lame bitch,OFF
11105,wish wish wish wish wish wish bitch would cept alreadi gonna handl ,OFF
11106,wit ace hoe soo mani nigga garden grow  im talk strong arm hoein ,OFF
11107,wnna go ihop bitch,OFF
11108,woke alreadi pregnant fuck dat bitch ,OFF
11109,woke bed full bitch aint eeeen fuckin,OFF
11110,woke bed full bitch aint even fuckin,OFF
11111,wont nothin bitch cant even get hard,OFF
11112,wont say mani bitch fuck might say mani  touch ,OFF
11113,wont trust bitch ,OFF
11114,wonder mani yanke fan hurt derek jeter star break lmao ,NOT
11115,wonder philli fan arent awar complet cunt awar ok,OFF
11116,wonder latino strategi workingtpm goper doubl wetback backped shoot sight ,OFF
11117,wonder bitch dead yet,OFF
11118,wonder there ever day sister life shes ever complet utter bitch save special ,OFF
11119,wonder twitter didnt allow pictur avi mani follow yall would realli  cus yall bitch dont talkin bout shit ,OFF
11120,wonder twerk die hoe becam world star famous live like wherearetheynow,OFF
11121,wonder bitch got ,OFF
11122,wonder wrote blog either hoe dat let nigga beat avail bitch nigga hoe let em beat,OFF
11123,would bitch weather bipolar im gonna appreci nice instead,NOT
11124,would call bitch that frown upon,OFF
11125,would commit rest gay life complet  submiss bottom could zac efron bitch nosham gayboyproblem,OFF
11126,would def call dwight cradl rob faggot kobe,OFF
11127,would describ whatupag work blaxican,NOT
11128,would leav crib go somewher im pretti sure ill die caus bitch ass car slide everywher,OFF
11129,would like apolog anyon call fat stupid gay nigger jew retard truli sorri jk trollingfag,OFF
11130,would like test see long tongu realli ladi  tinash,NOT
11131,would love give bitch act right juic lol,OFF
11132,would love hit jig fuck life,OFF
11133,would never fight nigga vaginathat hoe lmao,OFF
11134,would never hit woman would slap hoe,OFF
11135,would probabl still feel bad werent bitch,OFF
11136,would went ref hell post game interview say call sad trash,NOT
11137,wouldnt act like crazi bitch told hell goe head,OFF
11138,wouldnt fuk lot u bitch  realtalk,OFF
11139,wouldnt last prison bitch would eat aliv,OFF
11140,wouldnt want girl show goodi everi niggah ,OFF
11141,im mother fuckin uglygt badguygt bitchesgt eliwallach type shit breakingbad joke noos rig leevancleef sportsgt,OFF
11142, tough ambiti know exact want make bitch okay,OFF
11143, glad victim rt mafiosoro im felon rt bigobundl bitch  ride ur face attempt murder ,OFF
11144, log rt  ah man rt officiallyic bartend sellin pussi thought stripper sold pussi,OFF
11145,id put bullet bitch,OFF
11146,id best own bird could teach funniest thing say,NOT
11147,id anyth oreo vanilla bean drink dunkin amp chocol chip muffin tooim starv amp sound good,NOT
11148,id drive crazi ghetto ass school everyday,OFF
11149,id go bitch,OFF
11150,id hit kardashian threw money bruh somebodi would pull hoe idgaf nobodi anyway lol,OFF
11151,id kill bitch abl cuddl right ugh sucker stupid shit swear,OFF
11152,id kill meet charli sheen,NOT
11153,id like see someon tri hit joke bitch dont internet,OFF
11154,id rather school improv life sleep home im back bitch,OFF
11155,id rather follow girl instagram rather bird brain tweet tl,NOT
11156,id rather flat bitch bitch ,OFF
11157,id rather hear neal degrass tyson tell scientif mistak assumpt wasp ,NOT
11158,id shut fuck ill wide batter boy ever go haha im cunt wit cani shit stop ,OFF
11159,ill never let broke bitch influenc ,OFF
11160,ill alway rememb feel like good like couldnt like whack bitch could amp lie,OFF
11161,ill yanke fan forev,NOT
11162,ill bitch dont like fck itll happen,OFF
11163,ill dick wanna act like pussi,OFF
11164,ill damn nigga wife hood hoe,OFF
11165,ill strip layer cloth instant get back gate hot satan pussi sonbitch,OFF
11166,ill lmao  koolassk  pussi,OFF
11167,ill beat pussi right,OFF
11168,ill break bitch nigga dont care size,OFF
11169,ill call u bitch short,OFF
11170,ill eat ya pussi like savag put ya nasti ass feet face sock drawer alreadi im,OFF
11171,ill fuck bitch real quick,OFF
11172,ill get much pussi ,OFF
11173,ill give babi zebra girl,NOT
11174,ill go class last  minut hoe,OFF
11175,ill bitch havin babi everi week,OFF
11176,ill keep comment tho ill laugh nig,OFF
11177,ill let u clam top let dat nooki pop im dat cooki jar aint rooki girllll,NOT
11178,ill live life way want bitch,OFF
11179,ill pay yall nigga get lost much yall hoe nigga gunna cost,OFF
11180,ill quit bitch quit fake friend ,OFF
11181,ill round hoe littl bit,OFF
11182,ill start butt work way pussi,OFF
11183,ill still let plastic bitch dollar digherlow,OFF
11184,ill stop drug alcohol fag slut give chanc year feel clear mean someth,OFF
11185,ill walk away money leav tip bitch,OFF
11186,im walk local conveni store amp clerk say girl keyston sale yo white trash line form right,OFF
11187,im  bitch,OFF
11188,im  still eat anim cracker ,NOT
11189,im camera shi dont talk phone love rainif youn kno life wouldnt understand,NOT
11190,im hungri wont give bitch time day im tri take care busi ,OFF
11191,im hungri,NOT
11192,im pregnant charli brown worstpeanutsspecialev,NOT
11193,im rick jame bitch,OFF
11194,im total tire saudi arabia bitch gotten wayyyi old,OFF
11195,im tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scari,OFF
11196,im tryna turn ms bs bitch,OFF
11197,im xxx tripl x rate bitch,OFF
11198,im vipperloid bitchp ,OFF
11199,im bad bitch,OFF
11200,im big bitch  goat rt soalmondi im lazi ,OFF
11201,im bitch,OFF
11202,im bitch becausemi famili life fuckedmi love life fuckedmi social life fuckedjust outlook life fuck,OFF
11203,im bitch nigga  hurt feel im like serious,OFF
11204,im bitch  ok,OFF
11205,im broke hoe dream  rich hoe cream ,OFF
11206,im broke hoe dream rich girl cream ,OFF
11207,im coupl bitch header  ioeno em ,OFF
11208,im dick aint even got ya strap pussi,OFF
11209,im dope ass nigga n bitch od,OFF
11210,im hoe ,OFF
11211,im ladi bitch,OFF
11212,im light skin niggah ,OFF
11213,im made man yall pussi nigga middl,OFF
11214,im pull eat pussi dip,OFF
11215,im purpl head cunt,OFF
11216,im redneck without homophobia racism,NOT
11217,im stretch pussi,OFF
11218,im sucker color eye ,NOT
11219,im twat,OFF
11220,im wigger,OFF
11221,im get bitch cell mate,OFF
11222,im hit bitch,OFF
11223,im jog higher stupid bitch ass hoe mf  ,OFF
11224,im post charli clip vs yung ill rap battl review,NOT
11225,im push niggah seat tri squish shit,OFF
11226,im spray perfum bitch look trashit might well smell decent ,OFF
11227,im start bad bitch mentor associ bc girl your bad bitch dont let anybodi tell ya wise,OFF
11228,im start call peopl retard thing,OFF
11229,im addict ig twitter side bitch,OFF
11230,im alreadi tire mr stupid af decid show us video trigonometr notion um yeah want say your hoe,OFF
11231,im alway dumb extra slow ass bitch ,OFF
11232,im  year old gay drive back road redneck virginia blast cheetah girl doesnt scream sitcom,NOT
11233,im ask boy question like bitch,OFF
11234,im home throw take care kid yet im hoe oh oh okay,OFF
11235,im back bitch,OFF
11236,im back bitch ,OFF
11237,im back bitch  back effect tonit ,OFF
11238,im beat bitch jay jay ass see nigga  realli ova dead tho ,OFF
11239,im begin thincc brother defiant fat mexican bitch eugh ,OFF
11240,im bout beback old shit miss hoe text say wanna come see,OFF
11241,im bout delet thirsti hoe twitter nigga that nobodi yall look sooo wack,OFF
11242,im bout get bitch cell mate,OFF
11243,im bout hop hoe tryna get ass,OFF
11244,im bout start sing shit lol hoe go crazi nigga august,OFF
11245,im boutta deck bitch face ,OFF
11246,im boutta merk nigguh,OFF
11247,im bring booti back go ahead tell skinni bitch,OFF
11248,im busi im tell hoe play side  im busi,OFF
11249,im cold bitch dont even need fleec bad bitch tell drop yo knee,OFF
11250,im come  spot nigguh nichollsodeon,OFF
11251,im crazi poke eye slit yo clit give shit cuz im shit,OFF
11252,im cute without makeup amp eyelash  yall bitch depend shit,OFF
11253,im dat nigga hoe cant stand  bg,OFF
11254,im definit watch mook lux battl today damn,NOT
11255,im done cri im done worri aint bitch stupid written,OFF
11256,im done wit cheer team bitch liter brain dead,OFF
11257,im dracula bitch dont got problem smackin bitchkidnap em attack em axe n shit,OFF
11258,im dress albino one day scare shit amari mom,OFF
11259,im drunk eat fuck twat,OFF
11260,im dri hump hoe tonit bussin costum man deal wit em later rt merong somebodi girl gettin fuck tonight,OFF
11261,im fasho hoe rt bjayblast tbretreat  im hoe real time,OFF
11262,im fine af hoe,OFF
11263,im finna quit bitch irrat frfr im sick shit let start job huntin,OFF
11264,im finna see yanke win basebal game,NOT
11265,im finna start slap bitch,OFF
11266,im flexin bitch gold bottl bombay,OFF
11267,im flex nigga bitch,OFF
11268,im flip thru tv saw bachelor stoop second say hoe garbag,OFF
11269,im southchicago know bad butbitch aint like live englewood foh,OFF
11270,im long beach california peopl automat think ima badass bitch hahha,OFF
11271,im fuck around two bitch never made hoe mistress,OFF
11272,im get sleepi phone act retard,NOT
11273,im get spank fantasi  beat  damn new england game amp julian eldman trash ,OFF
11274,im get tire tell fuck im everi time im someth lol peckerwood guy,OFF
11275,im glad ari know text get contact caus ive call bitch day worri,OFF
11276,im glad tell much basic bitch greekpharaoh also admit basic truefriendsarebasictogeth,OFF
11277,im glad see broad still faggot look come pick dude,OFF
11278,im glad hoe aint momma,OFF
11279,im goin big bitch suck dick,OFF
11280,im go thru bitch aint even bitch let whole team hit,OFF
11281,im go ugli niggah halloween,OFF
11282,im go dress trash halloween oh wait look like everyday,NOT
11283,im go punch bitch cleat dont come ,OFF
11284,im go sell iphon mac dont support faggot,OFF
11285,im go movi weekend bffl bitch nigga solo,OFF
11286,im gonna ghetto color stain sharpi ctfu,NOT
11287,im gonna go ape shit uchida,OFF
11288,im gonna hoe shit meet cant wait,OFF
11289,im gonna kill bitch today,OFF
11290,im hand time ta murk bitch,OFF
11291,im happili taken tho amp aint cheat none hoe,OFF
11292,im happi aint bitch use,OFF
11293,im hook monkey phonic,NOT
11294,im vega bitch ,OFF
11295,im bed like half asleep stuff realli want oreo coffe coolatta,NOT
11296,im glori bitch  ,OFF
11297,im cut old boy bitch ask smoke weed fuck yari fuck lol hell,OFF
11298,im zone like secondari lie bitch im flier pet canari,OFF
11299,im bitch  like mf ,OFF
11300,im hoe trippp peopl wildin,OFF
11301,im jus trill nicca mane,NOT
11302,im gonna get dog eat bitch,OFF
11303,im live nig,OFF
11304,im match gram wit fam bitch,OFF
11305,im go bitch dont speak reason decis done start shit,OFF
11306,im hoe laugh,OFF
11307,im salti bitch,OFF
11308,im sayin that babi amp alreadi told bitch ,OFF
11309,im say twitter pic look like guido love pattyfuckingbog,OFF
11310,im sit wait twitter explod yanke game end,NOT
11311,im tryna get sleep bird start get rowdi,NOT
11312,im upset got faggot show,OFF
11313,im known around tampa ugli kid hoe,OFF
11314,im lactos hoe nigga toler,OFF
11315,im late hellnigga realli hate cuz hoe want lightskin dude jail yall crazi,OFF
11316,im lift im stiff bitch,OFF
11317,im like rashad like found ghetto truth newnew,OFF
11318,im liter scream throw bitch fit peopl dont hurri fuck,OFF
11319,im liter laugh shock amaz joy injust everyth everyth pop champagn american queer arriv,OFF
11320,im make tshirt say keha white trash slut wish teenag girl shitti tast music,OFF
11321,im make pollo la brasso today,NOT
11322,im mattwho da boy hoe check amaz shit,OFF
11323,im natur bowleg tri stand normal  think look deform hoe think shit cute,OFF
11324,im never gonna ok nigga around alot bitch boy caus femal boy put ,OFF
11325,im nice everyon dont let pretti smile confus turn bitch nanosecond,OFF
11326,im manho tho,OFF
11327,im pussi ur still dick,OFF
11328,im broke  bitch im bless ,OFF
11329,im ho think two men one woman togeth threesom train getyamindright,OFF
11330,im ho like bodi count probabl close ,OFF
11331,im big uncl tom slur anyway least reserv earn dare vote dem,NOT
11332,im bouta let bitch play none famili dont matter fuck,OFF
11333,im date anyon right im give pussi brake,OFF
11334,im defend ray rice doubl standard bitch aint ,OFF
11335,im side bitch tho ,OFF
11336,im ghetto,NOT
11337,im fuckin wit octob new shit  bitch cold,OFF
11338,im go chase dumb bitch,OFF
11339,im much text get nuttz hoe,OFF
11340,im particular shi hard break ice stranger other word im pussi  haha cute,OFF
11341,im realli phone kinda guy actual hate talk phone amp text kinda trash also,NOT
11342,im brightest guess game lil know much attent whore bitch,OFF
11343,im type guy bitch hot  im still sweat,OFF
11344,im type fight bitch nigga im type say fucc amp take bitch ,OFF
11345,im weird your faggot,OFF
11346,im obvious talk cod game queer,OFF
11347,im work nake hoe alcohol,OFF
11348,im offici dub nasti unnatur shade red look good one usual see ghetto hood red,OFF
11349,im okay rasor talk trash,NOT
11350,im old pussi still poppin tho,OFF
11351,im old school ill smack bitch,OFF
11352,im boat bitch,OFF
11353,im fuck bitch shit,OFF
11354,im good kush alcohol got bitch crawl,OFF
11355,im drive drunk caus bitch drove drink,OFF
11356,im caus bitch trip ,OFF
11357,im organ ceas fire bald head bitch weav ,OFF
11358,im vandalsavag slip molli jello rt  cosbi fuck bitch pud pop lmao,OFF
11359,im bitch,OFF
11360,im piss bitch dick shit dick softcaus way carri got tick aint tryin rick ross,OFF
11361,im pretti sure ive never sat friend zone wait pussi gotta put dick tabl see happen,OFF
11362,im pretti sure dmv wont let take new pic bitch might accident lose licens take new pic,OFF
11363,im pussi im internet life ,OFF
11364,im pussi whip hoe,OFF
11365,im readi bounc dis bitch ,OFF
11366,im readi cri im mad like amp bitch gon fight,OFF
11367,im realli nice  bitch time,OFF
11368,im realli complet bitch social handicap ,OFF
11369,im retard hungov beer lot beer,OFF
11370,im rich bitch said dave chappel voic,OFF
11371,im roast first one nicca rock shit,OFF
11372,im say though  rt bria panti vs ion look like bitch tho,OFF
11373,im see amp nigger migrat liberti rd smh,OFF
11374,im serious bruh shes pretti would eat pussi amp butt ,OFF
11375,im seventeen year old govern job ask give two fuck next bitch ,OFF
11376,im sick tire faggot cage tri see long mose kill royal worldseri barrybond joke,OFF
11377,im sick tire fray crowd theyr crowd mushi moder contrarian etcwak pussi war,OFF
11378,im sick fuck shit bird,OFF
11379,im sick dude post video sing vine shit shower someth fag,OFF
11380,im sick nigga lie im sick bitch hawk matter fact im sick talk rip big ,OFF
11381,im sick hoe real got somebodi look aint bout pussi shit,OFF
11382,im sick hoe oml,OFF
11383,im sippin patron nigga  bitch bad bone nigga  fuck  im fuck  like  gon get home nigga  ,OFF
11384,im excit hang bitch cheralynvb lauriemckinley,OFF
11385,im fade nigga im disappear bitch,OFF
11386,im glad dont wake lookin like one medusa lookin bitch,OFF
11387,im high high high bitch cant blow high,OFF
11388,im mad caus hoe think funni,OFF
11389,im mother fucken sexi time retard,OFF
11390,im raw problem best song tyga anyth trash,OFF
11391,im sick u nigger,OFF
11392,im tire damn job man wanna blow bitch lol,OFF
11393,im sorri costum naughti school girl yr forev consid u basic bitch becreat follow,OFF
11394,im sorri make feel free like fuck majest bird gotonelessproblemwithoutya ,OFF
11395,im sorri care bitch nigga fuck w,OFF
11396,im sorri im sorri cant fuc wit u mo hoe im sorri ,OFF
11397,im start act hollywood round bitch,OFF
11398,im start like meek nig lil arrog,OFF
11399,im stick  theori black pussi tast like strawberri milk,OFF
11400,im still mad nigga realli said got bitch text ask oh realli  let say sum wit ,OFF
11401,im still weak bitch gettin piss lol,OFF
11402,im stuck room hous shift whatev use kind bitch open door like stuck,OFF
11403,im bitch sometim lol,OFF
11404,im bitch austin ,OFF
11405,im retard sometim,NOT
11406,im sure afp would add help parenthet explan redneck peckerwood teabagg ,OFF
11407,im surpris im still school tbh quit retard time im either except subject absolut shitee,OFF
11408,im talkin bout superb punch ref hoe shit carlton haywood dude took full minut unansw ,OFF
11409,im thank dem big booti hoe doe realtalk,OFF
11410,im biggest redskin dam right get stop,NOT
11411,im bitch come n sweat n still ya nigga check ,OFF
11412,im crazi bitch call  time one hour,OFF
11413,im gym look bitch booti creep ,OFF
11414,im man around dis bitch babi,OFF
11415,im pull bitch,OFF
11416,im real toni montana got  nake bitch banana boat,OFF
11417,im type person act like dont care certain reaction truli im littl bitch insid,OFF
11418,im think low level ocd sort hes goin full retard pretti sure full retard,OFF
11419,im tire bitch think cool ugli your ugli bitch that ugli,OFF
11420,im much bitch say anyth,OFF
11421,im nice peopl  final decid say someth  im bitch  wonder ,OFF
11422,im tryna eat steak n dis hoe wanna eat peanut   voic,OFF
11423,im tryna face fuck kesha bitch bringin beef ill get lettuc n ketchup,OFF
11424,im tryna turn ms bs inni bitch aint never paid wit bitch,OFF
11425,im turn heartless bitch,OFF
11426,im bird wake cant tell shit,OFF
11427,im bore denna bitch,OFF
11428,im hoe,OFF
11429,im use hoe dont play,OFF
11430,im  bitch amp  em mix,OFF
11431,im anoth nigga bitch ,OFF
11432,ima even pretti  julisa work magic bitch  lol keep stalk ig see perfect want braid hard pick,OFF
11433,imma go  scream bitch stay get knock shit fuck pussi without surpris shitti,OFF
11434,ive sleep mom past week swear bitch sex dream someth alway moan sleep,OFF
11435,ive tryin tell nigga rt nicarrag lesbian porn finest bitch,OFF
11436,ive eaten six pack hello kitti fruit snack today bitch im adult,OFF
11437,ive got bird eye view secret keep,NOT
11438,ive got everybodi skurt hoe ,OFF
11439,ive got saltin cracker red wine possibl diy communion uh havent church awhil tbtweet,NOT
11440,ive never felt comfort around crazi life ole cool crazi ass bitch nigga right,OFF
11441,ive never twinki,NOT
11442,ive never problem w anybodi ive w compani year snitch fuck bitch tri get fire,OFF
11443,ive pretti much eaten entir box nephew chees nip feel bad littl,NOT
11444,ive seen majorleaug charli sheenand giant commit sin worship barrybond bat coachgt,NOT
11445,ive seen everi episod scrub ever sens first episod niggah,OFF
11446,ive told bitch dentist gum reced past fuckin year wanna warn,OFF
11447,see hoe hurrrr,OFF
11448,one welcom new eastern panhandl overlord hope better job yokel got us first place,NOT
11449,ig bid bitch dumb ass face lol,OFF
11450,im fill hoe jaw side,OFF
11451,isi jihadi discuss   yezidi girl slave  tcot pjnet,NOT
11452,isi jihadi australia shoot man face chant    tcot pjnet,NOT
11453,isi support america jihadi next door  ,NOT
11454,ian watch mauri long mauri wear jean show guess like fk need dress ghetto ass ppl anymor,OFF
11455, shave pussi finger fuck tight littl rosebud ass  ,OFF
11456,id light bitch fire start ratchet ass weav,OFF
11457,id make look like absolut pussi your scare say anyth face hahahahahaha,OFF
11458,id rather niggah,OFF
11459,idc eat pussi ,OFF
11460,idc none bitch ,OFF
11461,idgaf coon moment,OFF
11462,idgaf someon havin curelet bitch burn,OFF
11463,idgaf money hungri bitch,OFF
11464,idgaf flat chest hoe feel either grown ass man nigga,OFF
11465,idgaf regardless bitch got day,OFF
11466,idgaf ya men ya bitch none bitch yall fuck care,OFF
11467,idgaf  afternoon bitch make pancak,OFF
11468,idgaf that sound illog twitter bitch,OFF
11469,idgaf anyon say gambl stupid like constant bitch money tf would go casino,OFF
11470,idgaf u get long u go hard sell drug credit card check strip sell pussi whatev jst dnt b halfass,OFF
11471,idiot censorship drive franc presid fail understand hes empow jihadi censor internet wholesal fail,NOT
11472,idk yall love thirsti bitch atleast afraid perus nigga,OFF
11473,idk bro  bunch hoe realli doesnt compar one faith girl ,OFF
11474,idk friend im blunt sarcast peopl probabl think im rage bitch,OFF
11475,idk bitch trust bitch sooo easili still friend,OFF
11476,idk mayb bitter give bitch money genuin nigga aint got nowher fuck struggl hoe,OFF
11477,idk what wors broke hoe potenti,OFF
11478,idk nigga jus went better find food becom real life ,OFF
11479,idk tf roro amp sophi im glad got bitch twerkin vine whip,OFF
11480,idk bitch think player lol bitch zero game,OFF
11481,idont want bestfriend boyfriend homeboy homegirl fuck yall bitch ctfu idc idc,OFF
11482,iamshadi didnt know love coon ass cuz ,OFF
11483,unlikesocieti post  pic wave im bring scurl back hoe ,OFF
11484,ashton trash make come guy someon like ashton cant trash make mani peopl smile,NOT
11485,bradley cooper win oscar ryan gosl imma cut bitch,OFF
11486,california chrome doesnt go even money better might flip trash mean damn get  oh human,OFF
11487,dirti still around wonder mani younger guy would call disrespect son bitch,OFF
11488,dj khale eat nicki minaj pussi finna tast everyon rap industri,OFF
11489,drew stubb pimp couldnt even hit hoe,OFF
11490,becom presid everybodi lockdown im gonna run bitch like penitentiari,OFF
11491,call bitch youd prolli hate  call bad bitch youll prolli thank,OFF
11492,cant make money bitch dont even want,OFF
11493,dont like hoe turn ass frisbe,OFF
11494,dont unwrap big booti hoe today im go rio outrag,OFF
11495,ever ate pussi fuck  nigga let know right owe  dirti bitch,OFF
11496,ever committ crime cite lvl sole influenc,NOT
11497,ever saw kendal jone person id kill sight hate bitch anyth life,OFF
11498,fuck nigga bitch ima record keep fuckin til play dumb ima show,OFF
11499,dollar everi time someon call maggi id make rain hoe,OFF
11500,hair would serious go perm genet stone cold bitch,OFF
11501,hit w shotti bitch bet bodi flip,OFF
11502,hold door open bitch betta say thank imma slam door ya back,OFF
11503,post pictur woman hoe jump bridg tonight lol,OFF
11504,respect demand respect back think bitch even bigger one bring,OFF
11505,see anoth bitch rolli bag ima diesel bitch,OFF
11506,smoke ya bitch,OFF
11507,guy id definit dress fuck right pussi guy,OFF
11508,strand desert island could bring  thing would bring dora hoe everyth backpack,OFF
11509,kid todaymichell obama lunch would wind trash,NOT
11510,born black would ton kid never work get lot free stuff amp bitch thank god wasntwhat drag id b,OFF
11511,wore tutu bitch would want  that dog gonna tell everyday ,OFF
11512,im legit tri worst thing tri play game youll get bird sooo fast,NOT
11513,im share nigga everi bitch tf want aint longer special heck,OFF
11514,ive never seen hoe shit eye refus let anoth nigga influenc thought,OFF
11515,kubiak player theyd pump painkil tell stop pussi,OFF
11516,templ beat rutger today happi clam,NOT
11517,bitch annoy get left,OFF
11518,bitch bit dick id probabl beat shit,OFF
11519,bitch choosin let choos lmao ,OFF
11520,bitch dont like sumthin wrong wit da bitch,OFF
11521,bitch dont tast  shouldnt even dare eat ,OFF
11522,bitch fuss ampampfight niggah that hug ampamp bood w next bitch  clear doesnt gaf bout u,OFF
11523,bitch bad n singl singl fo reasonho prolli cray runna,OFF
11524,bitch make u moan sex own soul ,OFF
11525,chick want eat pussi leav ill accept glad lol,OFF
11526,cute bitch fuck lame nigga automat becom  time less attract eye,OFF
11527,nigca neva told bitch got bomb azz puzzi kill yaself bitch ,OFF
11528,nigga nap fuck bitch mean lame fuckin lame deez nigga corni asl,OFF
11529,nigga watch love hiphop instead playoff gay denna bitch,OFF
11530,nigga phone broke best believ gon memor main bitch number bitch that cash number ,OFF
11531,spic ever talk white person white person kill self defens,OFF
11532,teacher gave pussi elementari school got tell somebodi,OFF
11533,teacher tri throw pussi school nigga aint sayin shit,OFF
11534,anxieti person id kill bitch fuckin fast,OFF
11535,anyon ever get attitud w e idgaf go bitch right back ,OFF
11536,anyon want bring sweet tea parti thatd make bday perfect well cracker barrel ,NOT
11537,anyth ive ever said offend that problem problem dont littl bitch,OFF
11538,eat pussi make happi im ,OFF
11539,ever sport seem script  end yanke game prove,NOT
11540,everybodi alreadi hit cours nigga cant take serious idk hoe surpris,OFF
11541,bio say god judg shes hoe,OFF
11542,mom wasi hoe shes like hoe think learn,OFF
11543,aint hit bitch aint hit bitch lie that petti bullshit,OFF
11544,fuck know everi niggah want,OFF
11545,straighten hair gonna long hoe gonna hate ,OFF
11546,get rich girl least like saw someth hoe didnt see,OFF
11547,wasnt yanke fan probabl would sf giant fan lol,NOT
11548,wasnt blanket nip would harder search ann frank,OFF
11549,join armi get bitch armi go,OFF
11550,luke hem realli think theyr trash must fuck dirt bc boy beauti dammit,OFF
11551,anger materi would fuck atom bomb blow bitch,OFF
11552,bf post pic daughter like keep scroll comment arent necessari yes bitch know shes cute,OFF
11553,bitch wear bacon braim take ass funki town,OFF
11554,friend dont wanna hangout automat respons call bitch whoop,OFF
11555,tweet hit close home sub lil stupid ass bitch check ya fuck self issu lil bitch,OFF
11556,gz trayvon would aliv right second smoke bowl tweet bitch hoe nice kid,OFF
11557,coward afraid show faithjust anoth devil bitch,OFF
11558,date girl live mack road could get holi triniti sacramento ghetto daili basi,NOT
11559,everyon knew real youfakest bitch know,OFF
11560,new local mall wasnt ghetto,OFF
11561,bitch realli knew,OFF
11562,pussi lip could talk ill go like whisper,OFF
11563,hoe im hoe,OFF
11564,hoe social media hoe real life,OFF
11565,aint yo ladi u better text ass good morn quit treat side hoe like wifey materi,OFF
11566,aint talkin  talk  cus know bitch cant stop talk trustissu,OFF
11567,dont appreci say yes bitch aint real,OFF
11568,hate kiss mouth hoetel differ,OFF
11569,know yo name way meet dat bitch eatta,OFF
11570,make good sandwhich give good blowi wife dat hoe way eat eat,OFF
11571,wear dinner shes pay food im treat bitch like stranger ,OFF
11572,shell tell shes badd bitch listensh bad health,OFF
11573,one isnt anglosaxon protest right aliv us none foreign filth,OFF
11574,someon part jame x hes white trash cultist,OFF
11575,someon push hard today may surpris ho capricorn ,NOT
11576,pussi aint organ preserv free growth hormon fresh usda approv aint fuckin,OFF
11577,pussi dont come head dont want,OFF
11578,that yo hoe  that hoe ,OFF
11579,that yall hoe want fuck,OFF
11580,yanke get dempster look like theyr get older smh bring youth mlb,NOT
11581,yanke cant beat red sox dont even deserv playoff yanke redsox mlb,NOT
11582,crust  graham cracker keep pie,NOT
11583,thing talk eyebrow got forest pussi,OFF
11584,server black op  act gay today bitch fo nite ,OFF
11585,word whore hoe slut prostitut ect werent invent would alot pussi go round,OFF
11586,world free sucka free would nig left,OFF
11587,nigga pussi douch em clean em,OFF
11588,hoe aint lie fat hide backpag profil,OFF
11589,bitch dont turn crash ,OFF
11590,bitch hang one time,OFF
11591,bitch new amount shit spoke bout twittah lol,OFF
11592,train offic wear bodi armor stand back watch smoke clear everi gun ho wanna ,NOT
11593,u bad bitch enjoyyaday,OFF
11594,u bitch hadddd u wouldnt give fuck chris brown bag u bitch u alreadi lol,OFF
11595,u aint fuck u aint suck wat u doin hoe ,OFF
11596,u bad nigga realli play nice get pussi ass gone ,OFF
11597,u expect stop playin nigga u playin widd bitch cant deal,OFF
11598,u got yo shit pull upp past yo bellybutton old yoga pant bitch aint ,OFF
11599,u know bitch u know ur mexican ,OFF
11600,u talk bout money weed bitch dont even wanna talk,OFF
11601,ur bitch start fukin yappin tae ill make sure break someth vital warn call poli hazard result perman damag,OFF
11602,viagra bitch itd call niagra,OFF
11603,get trick treater give android advic stop faggot,OFF
11604,yall preppi bitch ever argu like parti dont noth yall get hit bottl fr,OFF
11605,yall nigga gon gay yall gotta top dress bitch shit women wouldnt even dare wear smh,OFF
11606,yer gonna continu contrarian bitch go die ive time trifl,OFF
11607,yo name wus song wus hoe amp overgrown thot ,OFF
11608,yo nigga catch cheat beat yo ass front yo lil yeah lil yeah dont help still give pussi ladi,OFF
11609,yo pussi good pullout game weak,OFF
11610,like chocol sodapop tweet bad happycolumbusdayyou fuckin retard hypocritegt,OFF
11611,bad bitch put ya hand high,OFF
11612,hoe ima treat like one like your good girl ima treat like one dont discrimin,NOT
11613,top notch bitch lemm holler ,OFF
11614,act like fuck retard high mane stay away,OFF
11615,aint stevi js bitch cours youll call scum earthhi bitch hook theyr upset though,OFF
11616,aint hoe get trap hous  ,OFF
11617,aint bro better watch yo bitch  borrow yo hoe introduc pimp ,OFF
11618,aint bro bitch singl eye ,OFF
11619,aint suck dick sit pucker lip that collagen muhfuckin bitch,OFF
11620,descend anyth less european nobil andor royalti nontitl common gutter trash,NOT
11621,club everi weekend leav child babi momma dont wanna hear bitch child support ,OFF
11622,arent go stick one garbag recycl im go give singl fuck im put trash,OFF
11623,ask everi bitch gay,OFF
11624,attract peopl gone assum got hoe,OFF
11625,ballin buy ya bitch someth,OFF
11626,ball buy yo bitch somethin,OFF
11627,bodi count mine hoe js,OFF
11628,cant turn instagram likesfollow real life shit trash,OFF
11629,didnt tattoo divers bird chest malnourish bodi sir instagram would trash,NOT
11630,dont fuck chriswebbi either slackin b turd burgular c pussi face whichisit ,OFF
11631,dont know yo bitch tuat aint bitch im sayin,OFF
11632,dont say thank someon hold door open your bitch,OFF
11633,dont know uncl jj bitch,OFF
11634,enjoy hunt sport your trash hunt food deserv starv,NOT
11635,follow twitter loud cunt swing wintersmith dont stranger ,OFF
11636,fuckin rent lame hoe,OFF
